"reef_name","report_year","group_code","mean_cover"
"hyde_reef",2001,"ta",13.8111879001326
"hyde_reef",2002,"ab",1.40083752093802
"hyde_reef",2002,"ca",6.77169179229481
"hyde_reef",2002,"hc",18.8420435510888
"hyde_reef",2002,"ma",1.40100502512563
"hyde_reef",2002,"ot",1.13400335008375
"hyde_reef",2002,"sc",48.0654941373534
"hyde_reef",2002,"sp",9.94505862646566
"hyde_reef",2002,"ta",12.5068676716918
"hyde_reef",2003,"ab",0.966666666666667
"hyde_reef",2003,"ca",5.73333333333333
"hyde_reef",2003,"hc",17.3666666666667
"hyde_reef",2003,"ma",0.766666666666667
"hyde_reef",2003,"ot",1.6
"hyde_reef",2003,"sc",47.2333333333333
"hyde_reef",2003,"sp",9.96666666666667
"hyde_reef",2003,"ta",16.3666666666667
"hyde_reef",2004,"ab",1.18041383219955
"hyde_reef",2004,"ca",4.28677330619857
"hyde_reef",2004,"hc",16.0255928781481
"hyde_reef",2004,"ma",0.2
"hyde_reef",2004,"ot",1.72087194565435
"hyde_reef",2004,"sc",49.4362245273931
"hyde_reef",2004,"sp",12.029563256358
"hyde_reef",2004,"ta",15.6694161337553
"hyde_reef",2005,"ab",1.23333333333333
"hyde_reef",2005,"ca",7.1
"hyde_reef",2005,"hc",15.2333333333333
"hyde_reef",2005,"ma",0.333333333333333
"hyde_reef",2005,"ot",1.43333333333333
"hyde_reef",2005,"sc",48.7333333333333
"hyde_reef",2005,"sp",11.1666666666667
"hyde_reef",2005,"ta",14.7666666666667
"hyde_reef",2007,"ab",0.9
"hyde_reef",2007,"ca",5.80454122464173
"hyde_reef",2007,"hc",17.3878601763024
"hyde_reef",2007,"ma",2.10117760519771
"hyde_reef",2007,"ot",0.767003367003367
"hyde_reef",2007,"sc",39.9746628766729
"hyde_reef",2007,"sp",10.8363501006717
"hyde_reef",2007,"ta",22.2284046495102
"hyde_reef",2009,"ab",1.9
"hyde_reef",2009,"ca",4.96666666666667
"hyde_reef",2009,"hc",10.1666666666667
"hyde_reef",2009,"ma",9.9
"hyde_reef",2009,"ot",1.16666666666667
"hyde_reef",2009,"sc",13.4333333333333
"hyde_reef",2009,"sp",7.1
"hyde_reef",2009,"ta",51.3666666666667
"hyde_reef",2011,"ab",1.7
"hyde_reef",2011,"ca",3
"hyde_reef",2011,"hc",5.93333333333333
"hyde_reef",2011,"ma",22.8333333333333
"hyde_reef",2011,"ot",0.866666666666667
"hyde_reef",2011,"sc",1.5
"hyde_reef",2011,"sp",2.7
"hyde_reef",2011,"ta",61.4666666666667
"hyde_reef",2013,"ab",1.76666666666667
"hyde_reef",2013,"ca",29.1
"hyde_reef",2013,"hc",3.8
"hyde_reef",2013,"ma",3
"hyde_reef",2013,"ot",0.766666666666667
"hyde_reef",2013,"sc",1.16666666666667
"hyde_reef",2013,"sp",2.46666666666667
"hyde_reef",2013,"ta",57.9333333333333
"hyde_reef",2015,"ab",1.23333333333333
"hyde_reef",2015,"ca",28.0333333333333
"hyde_reef",2015,"hc",7.23333333333333
"hyde_reef",2015,"ma",1.3
"hyde_reef",2015,"ot",2.16666666666667
"hyde_reef",2015,"sc",2.56666666666667
"hyde_reef",2015,"sp",2.93333333333333
"hyde_reef",2015,"ta",54.5333333333333
"hyde_reef",2017,"ab",1.86666666666667
"hyde_reef",2017,"ca",21.7769216452634
"hyde_reef",2017,"hc",14.5570546334365
"hyde_reef",2017,"ma",2.76818097220107
"hyde_reef",2017,"ot",2.26969527773548
"hyde_reef",2017,"sc",6.84409590037731
"hyde_reef",2017,"sp",3.27202849263151
"hyde_reef",2017,"ta",46.7461973165491
"hyde_reef",2019,"ab",1.6650149587073
"hyde_reef",2019,"ca",29.8374667700026
"hyde_reef",2019,"hc",22.4730851604623
"hyde_reef",2019,"ma",2.00134670033417
"hyde_reef",2019,"ot",1.96734168354209
"hyde_reef",2019,"sc",11.2105660974858
"hyde_reef",2019,"sp",4.00619932164971
"hyde_reef",2019,"ta",26.939148478712
"hyde_reef",2021,"ab",2.43927596264714
"hyde_reef",2021,"ca",20.8017576225827
"hyde_reef",2021,"hc",36.3607356269111
"hyde_reef",2021,"ma",1.16492171970414
"hyde_reef",2021,"ot",2.24495511626483
"hyde_reef",2021,"sc",14.5388098788423
"hyde_reef",2021,"sp",4.57102038132085
"hyde_reef",2021,"ta",18.5815556362125
"rebe_reef",1995,"ab",0.884773151291505
"rebe_reef",1995,"ca",4.11542166380876
"rebe_reef",1995,"hc",16.3940033007886
"rebe_reef",1995,"ma",0.155555555555556
"rebe_reef",1995,"ot",2.92037967499592
"rebe_reef",1995,"sc",31.2487758521129
"rebe_reef",1995,"sp",11.3808885232689
"rebe_reef",1995,"ta",32.9002022781778
"rebe_reef",1996,"ab",1.23708883708884
"rebe_reef",1996,"ca",5.1945604808075
"rebe_reef",1996,"hc",20.1421248748411
"rebe_reef",1996,"ma",0.170175438596491
"rebe_reef",1996,"ot",3.30718989103014
"rebe_reef",1996,"sc",31.8903097118384
"rebe_reef",1996,"sp",11.567800493217
"rebe_reef",1996,"ta",26.9759692079449
"rebe_reef",1997,"ab",2.83333333333333
"rebe_reef",1997,"ca",12.4854700854701
"rebe_reef",1997,"hc",17.8290598290598
"rebe_reef",1997,"ma",0.1
"rebe_reef",1997,"ot",2.50854700854701
"rebe_reef",1997,"sc",31.5803418803419
"rebe_reef",1997,"sp",12.1
"rebe_reef",1997,"ta",20.734188034188
"rebe_reef",1998,"ab",2.33427471116816
"rebe_reef",1998,"ca",7.70876666689549
"rebe_reef",1998,"hc",19.4599298886318
"rebe_reef",1998,"ma",0.0333333333333333
"rebe_reef",1998,"ot",4.1198455902375
"rebe_reef",1998,"sc",35.3199657223141
"rebe_reef",1998,"sp",11.3348737697903
"rebe_reef",1998,"ta",20.1524684281461
"rebe_reef",1999,"ab",1.86361416361416
"rebe_reef",1999,"ca",6.70348936379087
"rebe_reef",1999,"hc",19.4186911357766
"rebe_reef",1999,"ma",0.0666666666666667
"rebe_reef",1999,"ot",2.35717108129168
"rebe_reef",1999,"sc",41.7185064516723
"rebe_reef",1999,"sp",12.8069192114418
"rebe_reef",1999,"ta",15.2693829342071
"rebe_reef",2000,"ab",2.44536918111085
"rebe_reef",2000,"ca",7.2898708966268
"rebe_reef",2000,"hc",20.9680118635103
"rebe_reef",2000,"ma",0.43955212436468
"rebe_reef",2000,"ot",2.75976759828082
"rebe_reef",2000,"sc",39.8738623683615
"rebe_reef",2000,"sp",12.9862965826258
"rebe_reef",2000,"ta",14.363356687547
"rebe_reef",2001,"ab",2.04200336700337
"rebe_reef",2001,"ca",6.1423387562879
"rebe_reef",2001,"hc",18.8444405458803
"rebe_reef",2001,"ma",0.943071743071743
"rebe_reef",2001,"ot",2.00896945377125
"rebe_reef",2001,"sc",42.4170415680887
"rebe_reef",2001,"sp",13.5406285907782
"rebe_reef",2001,"ta",14.4718565874138
"rebe_reef",2002,"ab",0.866666666666667
"rebe_reef",2002,"ca",6.39018858707978
"rebe_reef",2002,"hc",20.177458086914
"rebe_reef",2002,"ma",0.342340067340067
"rebe_reef",2002,"ot",1.39723617871286
"rebe_reef",2002,"sc",42.118429982031
"rebe_reef",2002,"sp",13.5123811517594
"rebe_reef",2002,"ta",15.5044355471817
"rebe_reef",2003,"ab",0.468606701940035
"rebe_reef",2003,"ca",3.90970017636684
"rebe_reef",2003,"hc",18.8015873015873
"rebe_reef",2003,"ma",0.0666666666666667
"rebe_reef",2003,"ot",1.25467372134039
"rebe_reef",2003,"sc",44.5827160493827
"rebe_reef",2003,"sp",11.9446208112875
"rebe_reef",2003,"ta",19.3594356261023
"rebe_reef",2004,"ab",0.702203457148284
"rebe_reef",2004,"ca",4.17842575666748
"rebe_reef",2004,"hc",19.1288640058417
"rebe_reef",2004,"ma",0.133333333333333
"rebe_reef",2004,"ot",1.00991168057131
"rebe_reef",2004,"sc",45.9809710943384
"rebe_reef",2004,"sp",13.7418943373858
"rebe_reef",2004,"ta",15.5336379985346
"rebe_reef",2005,"ab",0.533500837520938
"rebe_reef",2005,"ca",5.73768844221105
"rebe_reef",2005,"hc",19.0519262981575
"rebe_reef",2005,"ma",0
"rebe_reef",2005,"ot",1.4678391959799
"rebe_reef",2005,"sc",47.4943048576214
"rebe_reef",2005,"sp",12.0757118927973
"rebe_reef",2005,"ta",13.7060301507538
"rebe_reef",2007,"ab",0.6
"rebe_reef",2007,"ca",7.96666666666667
"rebe_reef",2007,"hc",18.1333333333333
"rebe_reef",2007,"ma",0.266666666666667
"rebe_reef",2007,"ot",0.666666666666667
"rebe_reef",2007,"sc",35.9
"rebe_reef",2007,"sp",12.8333333333333
"rebe_reef",2007,"ta",23.6333333333333
"rebe_reef",2009,"ab",3.13333333333333
"rebe_reef",2009,"ca",6.83333333333333
"rebe_reef",2009,"hc",9.43333333333333
"rebe_reef",2009,"ma",6.3
"rebe_reef",2009,"ot",0.4
"rebe_reef",2009,"sc",6.93333333333333
"rebe_reef",2009,"sp",6.4
"rebe_reef",2009,"ta",60.5666666666667
"rebe_reef",2011,"ab",3.33333333333333
"rebe_reef",2011,"ca",7.54957264957265
"rebe_reef",2011,"hc",3.2042735042735
"rebe_reef",2011,"ma",2.63418803418803
"rebe_reef",2011,"ot",0.0666666666666667
"rebe_reef",2011,"sc",0.369230769230769
"rebe_reef",2011,"sp",0.666666666666667
"rebe_reef",2011,"ta",82.1760683760684
"rebe_reef",2013,"ab",1.7
"rebe_reef",2013,"ca",31.9333333333333
"rebe_reef",2013,"hc",2.53333333333333
"rebe_reef",2013,"ma",1.53333333333333
"rebe_reef",2013,"ot",0.6
"rebe_reef",2013,"sc",0.7
"rebe_reef",2013,"sp",0.566666666666667
"rebe_reef",2013,"ta",60.4333333333333
"rebe_reef",2015,"ab",1.43333333333333
"rebe_reef",2015,"ca",26.9666666666667
"rebe_reef",2015,"hc",5.83333333333333
"rebe_reef",2015,"ma",1.7
"rebe_reef",2015,"ot",0.966666666666667
"rebe_reef",2015,"sc",1.13333333333333
"rebe_reef",2015,"sp",0.666666666666667
"rebe_reef",2015,"ta",61.3
"rebe_reef",2017,"ab",1.5
"rebe_reef",2017,"ca",19.1370184254606
"rebe_reef",2017,"hc",13.5365159128978
"rebe_reef",2017,"ma",4.60050251256281
"rebe_reef",2017,"ot",0.833668341708543
"rebe_reef",2017,"sc",2.20050251256281
"rebe_reef",2017,"sp",0.933500837520938
"rebe_reef",2017,"ta",57.2917922948074
"rebe_reef",2019,"ab",2.01892843239473
"rebe_reef",2019,"ca",37.2957664103161
"rebe_reef",2019,"hc",20.722913903684
"rebe_reef",2019,"ma",2.58837514199084
"rebe_reef",2019,"ot",1.48221798813134
"rebe_reef",2019,"sc",5.35956573567587
"rebe_reef",2019,"sp",1.53408053946972
"rebe_reef",2019,"ta",29.3589070589677
"rebe_reef",2021,"ab",3.32451193295786
"rebe_reef",2021,"ca",27.0178039663231
"rebe_reef",2021,"hc",31.3492412979761
"rebe_reef",2021,"ma",1.300006429241
"rebe_reef",2021,"ot",0.752298585618511
"rebe_reef",2021,"sc",11.5769592927771
"rebe_reef",2021,"sp",1.25465319198175
"rebe_reef",2021,"ta",23.4907058792076
"slate_reef",1995,"ab",0.875726600834205
"slate_reef",1995,"ca",4.62482065774231
"slate_reef",1995,"hc",38.1093540336138
"slate_reef",1995,"ma",0.340453187512011
"slate_reef",1995,"ot",5.23910791169853
"slate_reef",1995,"sc",19.898156988988
"slate_reef",1995,"sp",7.72592488846621
"slate_reef",1995,"ta",23.6847518443802
"slate_reef",1996,"ab",1.45609842632592
"slate_reef",1996,"ca",5.11186872659251
"slate_reef",1996,"hc",39.804381207714
"slate_reef",1996,"ma",0.962753611314897
"slate_reef",1996,"ot",7.82929822690174
"slate_reef",1996,"sc",19.7359335355091
"slate_reef",1996,"sp",7.52108374303458
"slate_reef",1996,"ta",19.2530236426829
"slate_reef",1997,"ab",2.20270047360321
"slate_reef",1997,"ca",7.47517189324747
"slate_reef",1997,"hc",41.8948495598648
"slate_reef",1997,"ma",1.24599315144075
"slate_reef",1997,"ot",6.80658933085563
"slate_reef",1997,"sc",14.6660658053669
"slate_reef",1997,"sp",7.55265156776285
"slate_reef",1997,"ta",19.6978042754349
"slate_reef",1998,"ab",1.77794639223211
"slate_reef",1998,"ca",5.51979426251496
"slate_reef",1998,"hc",44.8507056840939
"slate_reef",1998,"ma",1.58379724949677
"slate_reef",1998,"ot",7.89919645562018
"slate_reef",1998,"sc",15.3408039250139
"slate_reef",1998,"sp",6.99433694257043
"slate_reef",1998,"ta",18.9131633230579
"slate_reef",1999,"ab",2.01497766877751
"slate_reef",1999,"ca",4.6731267762645
"slate_reef",1999,"hc",45.7377613210888
"slate_reef",1999,"ma",0.878486522748558
"slate_reef",1999,"ot",6.56824030230492
"slate_reef",1999,"sc",14.6204305073946
"slate_reef",1999,"sp",8.07589063246573
"slate_reef",1999,"ta",19.0013655664994
"slate_reef",2000,"ab",2.55454783085565
"slate_reef",2000,"ca",7.29288884491221
"slate_reef",2000,"hc",40.2986496971363
"slate_reef",2000,"ma",2.60376626424647
"slate_reef",2000,"ot",6.84300489303499
"slate_reef",2000,"sc",18.132738138894
"slate_reef",2000,"sp",6.09800609158149
"slate_reef",2000,"ta",19.9498073242026
"slate_reef",2001,"ab",1.10786901711665
"slate_reef",2001,"ca",5.78554821350766
"slate_reef",2001,"hc",41.2441283573522
"slate_reef",2001,"ma",1.97282663654842
"slate_reef",2001,"ot",3.16720156508651
"slate_reef",2001,"sc",17.0401254405644
"slate_reef",2001,"sp",7.50849981721566
"slate_reef",2001,"ta",23.2099093204765
"slate_reef",2002,"ab",1.30614870901663
"slate_reef",2002,"ca",5.75523750256942
"slate_reef",2002,"hc",43.8597758336536
"slate_reef",2002,"ma",2.9837623822874
"slate_reef",2002,"ot",2.60503897219931
"slate_reef",2002,"sc",16.5957101027774
"slate_reef",2002,"sp",8.81059137183869
"slate_reef",2002,"ta",18.7373819203233
"slate_reef",2003,"ab",1.1013519287631
"slate_reef",2003,"ca",5.38236863615279
"slate_reef",2003,"hc",44.4050427495113
"slate_reef",2003,"ma",1.06903213189467
"slate_reef",2003,"ot",2.97811629890552
"slate_reef",2003,"sc",16.858945121272
"slate_reef",2003,"sp",6.83484935659514
"slate_reef",2003,"ta",21.5726575244061
"slate_reef",2004,"ab",1.23742553742554
"slate_reef",2004,"ca",5.82848943478107
"slate_reef",2004,"hc",44.0369289161295
"slate_reef",2004,"ma",0.576405076405076
"slate_reef",2004,"ot",3.79315555170477
"slate_reef",2004,"sc",17.7902171377375
"slate_reef",2004,"sp",6.18990084600743
"slate_reef",2004,"ta",22.2169694135645
"slate_reef",2005,"ab",1.16836221925956
"slate_reef",2005,"ca",6.00373658889435
"slate_reef",2005,"hc",43.6875878645109
"slate_reef",2005,"ma",0.748288777906941
"slate_reef",2005,"ot",2.71702262676955
"slate_reef",2005,"sc",17.8299080330097
"slate_reef",2005,"sp",6.1867985909354
"slate_reef",2005,"ta",22.2866023980563
"slate_reef",2007,"ab",0.666666666666667
"slate_reef",2007,"ca",7.089545797586
"slate_reef",2007,"hc",38.1275522169995
"slate_reef",2007,"ma",0.647530247530248
"slate_reef",2007,"ot",1.99062181072231
"slate_reef",2007,"sc",13.3853052586721
"slate_reef",2007,"sp",6.18253354685515
"slate_reef",2007,"ta",32.4872758360196
"slate_reef",2009,"ab",0.666666666666667
"slate_reef",2009,"ca",7.16401326699834
"slate_reef",2009,"hc",20.459535655058
"slate_reef",2009,"ma",1.13283582089552
"slate_reef",2009,"ot",1.53333333333333
"slate_reef",2009,"sc",4.16401326699834
"slate_reef",2009,"sp",5.2971807628524
"slate_reef",2009,"ta",59.5824212271973
"slate_reef",2011,"ab",0.966666666666667
"slate_reef",2011,"ca",5.9
"slate_reef",2011,"hc",11.7
"slate_reef",2011,"ma",6.1
"slate_reef",2011,"ot",1.3
"slate_reef",2011,"sc",1.36666666666667
"slate_reef",2011,"sp",2.6
"slate_reef",2011,"ta",70.0666666666667
"slate_reef",2013,"ab",0.366666666666667
"slate_reef",2013,"ca",20.6
"slate_reef",2013,"hc",12.5
"slate_reef",2013,"ma",3.23333333333333
"slate_reef",2013,"ot",2.36666666666667
"slate_reef",2013,"sc",1.33333333333333
"slate_reef",2013,"sp",2.16666666666667
"slate_reef",2013,"ta",57.4333333333333
"slate_reef",2015,"ab",0.1
"slate_reef",2015,"ca",16.2333333333333
"slate_reef",2015,"hc",18.7333333333333
"slate_reef",2015,"ma",2.4
"slate_reef",2015,"ot",2
"slate_reef",2015,"sc",3.23333333333333
"slate_reef",2015,"sp",2.23333333333333
"slate_reef",2015,"ta",55.0666666666667
"slate_reef",2017,"ab",0.233333333333333
"slate_reef",2017,"ca",11.3333333333333
"slate_reef",2017,"hc",33.4
"slate_reef",2017,"ma",3.16666666666667
"slate_reef",2017,"ot",3.06666666666667
"slate_reef",2017,"sc",3.43333333333333
"slate_reef",2017,"sp",2.66666666666667
"slate_reef",2017,"ta",42.7
"slate_reef",2019,"ab",0.0665008291873964
"slate_reef",2019,"ca",15.04450001477
"slate_reef",2019,"hc",32.3257360305741
"slate_reef",2019,"ma",6.8928633793227
"slate_reef",2019,"ot",3.62295279842872
"slate_reef",2019,"sc",4.3429193194123
"slate_reef",2019,"sp",2.326795875608
"slate_reef",2019,"ta",36.0351051751971
"slate_reef",2021,"ab",0.163398692810458
"slate_reef",2021,"ca",14.868242747179
"slate_reef",2021,"hc",44.3867559893054
"slate_reef",2021,"ma",2.38133710243654
"slate_reef",2021,"ot",2.35579169796857
"slate_reef",2021,"sc",3.99993162934035
"slate_reef",2021,"sp",3.88124322034569
"slate_reef",2021,"ta",28.217213065893
