"","reef_name","report_year","site_no","transect_no","group_code","total_cover"
"275","hyde_reef",1997,1,5,"hc",22.5
"276","hyde_reef",1997,1,5,"ma",1
"277","hyde_reef",1997,1,5,"ot",2
"278","hyde_reef",1997,1,5,"sc",50
"279","hyde_reef",1997,1,5,"sp",6
"280","hyde_reef",1997,1,5,"ta",5.5
"281","hyde_reef",1997,2,1,"ab",3.5
"282","hyde_reef",1997,2,1,"ca",4
"283","hyde_reef",1997,2,1,"hc",19.5
"284","hyde_reef",1997,2,1,"ma",1
"285","hyde_reef",1997,2,1,"ot",4
"286","hyde_reef",1997,2,1,"sc",32.5
"287","hyde_reef",1997,2,1,"sp",12
"288","hyde_reef",1997,2,1,"ta",23.5
"289","hyde_reef",1997,2,2,"ab",3
"290","hyde_reef",1997,2,2,"ca",10.5
"291","hyde_reef",1997,2,2,"hc",21.5
"292","hyde_reef",1997,2,2,"ma",0.5
"293","hyde_reef",1997,2,2,"ot",1
"294","hyde_reef",1997,2,2,"sc",37.5
"295","hyde_reef",1997,2,2,"sp",18.5
"296","hyde_reef",1997,2,2,"ta",7.5
"297","hyde_reef",1997,2,3,"ab",3
"298","hyde_reef",1997,2,3,"ca",5.5
"299","hyde_reef",1997,2,3,"hc",18
"300","hyde_reef",1997,2,3,"ma",0
"301","hyde_reef",1997,2,3,"ot",2.5
"302","hyde_reef",1997,2,3,"sc",31
"303","hyde_reef",1997,2,3,"sp",29
"304","hyde_reef",1997,2,3,"ta",11
"305","hyde_reef",1997,2,4,"ab",1
"306","hyde_reef",1997,2,4,"ca",17
"307","hyde_reef",1997,2,4,"hc",13.5
"308","hyde_reef",1997,2,4,"ma",0.5
"309","hyde_reef",1997,2,4,"ot",1.5
"310","hyde_reef",1997,2,4,"sc",52
"311","hyde_reef",1997,2,4,"sp",11.5
"312","hyde_reef",1997,2,4,"ta",3
"313","hyde_reef",1997,2,5,"ab",4
"314","hyde_reef",1997,2,5,"ca",8.5
"315","hyde_reef",1997,2,5,"hc",15.5
"316","hyde_reef",1997,2,5,"ma",0
"317","hyde_reef",1997,2,5,"ot",3.5
"318","hyde_reef",1997,2,5,"sc",42
"319","hyde_reef",1997,2,5,"sp",9.5
"320","hyde_reef",1997,2,5,"ta",17
"321","hyde_reef",1997,3,1,"ab",4
"322","hyde_reef",1997,3,1,"ca",13
"323","hyde_reef",1997,3,1,"hc",12
"324","hyde_reef",1997,3,1,"ma",0.5
"325","hyde_reef",1997,3,1,"ot",3
"326","hyde_reef",1997,3,1,"sc",44.5
"327","hyde_reef",1997,3,1,"sp",14
"328","hyde_reef",1997,3,1,"ta",9
"329","hyde_reef",1997,3,2,"ab",3
"330","hyde_reef",1997,3,2,"ca",13.5
"331","hyde_reef",1997,3,2,"hc",17
"332","hyde_reef",1997,3,2,"ma",0
"333","hyde_reef",1997,3,2,"ot",3
"334","hyde_reef",1997,3,2,"sc",41.5
"335","hyde_reef",1997,3,2,"sp",9.5
"336","hyde_reef",1997,3,2,"ta",12.5
"337","hyde_reef",1997,3,3,"ab",3
"338","hyde_reef",1997,3,3,"ca",15.5
"339","hyde_reef",1997,3,3,"hc",14.5
"340","hyde_reef",1997,3,3,"ma",0.5
"341","hyde_reef",1997,3,3,"ot",6
"342","hyde_reef",1997,3,3,"sc",42
"343","hyde_reef",1997,3,3,"sp",12
"344","hyde_reef",1997,3,3,"ta",6.5
"345","hyde_reef",1997,3,4,"ab",3
"346","hyde_reef",1997,3,4,"ca",8.5
"347","hyde_reef",1997,3,4,"hc",10.5
"348","hyde_reef",1997,3,4,"ma",0.5
"349","hyde_reef",1997,3,4,"ot",3
"350","hyde_reef",1997,3,4,"sc",40.5
"351","hyde_reef",1997,3,4,"sp",10.5
"352","hyde_reef",1997,3,4,"ta",23.5
"353","hyde_reef",1997,3,5,"ab",8.5
"354","hyde_reef",1997,3,5,"ca",7.5
"355","hyde_reef",1997,3,5,"hc",8.5
"356","hyde_reef",1997,3,5,"ma",0
"357","hyde_reef",1997,3,5,"ot",3
"358","hyde_reef",1997,3,5,"sc",36.5
"359","hyde_reef",1997,3,5,"sp",20
"360","hyde_reef",1997,3,5,"ta",16
"361","hyde_reef",1998,1,1,"ab",1
"362","hyde_reef",1998,1,1,"ca",14.5
"363","hyde_reef",1998,1,1,"hc",41.5
"364","hyde_reef",1998,1,1,"ma",0
"365","hyde_reef",1998,1,1,"ot",10.5
"366","hyde_reef",1998,1,1,"sc",15.5
"367","hyde_reef",1998,1,1,"sp",13.5
"368","hyde_reef",1998,1,1,"ta",3.5
"369","hyde_reef",1998,1,2,"ab",0
"370","hyde_reef",1998,1,2,"ca",9.5
"371","hyde_reef",1998,1,2,"hc",33
"372","hyde_reef",1998,1,2,"ma",1.5
"373","hyde_reef",1998,1,2,"ot",2.5
"374","hyde_reef",1998,1,2,"sc",30
"375","hyde_reef",1998,1,2,"sp",8
"376","hyde_reef",1998,1,2,"ta",15.5
"377","hyde_reef",1998,1,3,"ab",0.5
"378","hyde_reef",1998,1,3,"ca",16.5
"379","hyde_reef",1998,1,3,"hc",26
"380","hyde_reef",1998,1,3,"ma",1.5
"381","hyde_reef",1998,1,3,"ot",3.5
"382","hyde_reef",1998,1,3,"sc",41
"383","hyde_reef",1998,1,3,"sp",1.5
"384","hyde_reef",1998,1,3,"ta",9.5
"385","hyde_reef",1998,1,4,"ab",0.5
"386","hyde_reef",1998,1,4,"ca",7.5
"387","hyde_reef",1998,1,4,"hc",25
"388","hyde_reef",1998,1,4,"ma",1
"389","hyde_reef",1998,1,4,"ot",3.5
"390","hyde_reef",1998,1,4,"sc",50.5
"391","hyde_reef",1998,1,4,"sp",1.5
"392","hyde_reef",1998,1,4,"ta",10.5
"393","hyde_reef",1998,1,5,"ab",0
"394","hyde_reef",1998,1,5,"ca",4
"395","hyde_reef",1998,1,5,"hc",22
"396","hyde_reef",1998,1,5,"ma",1.5
"397","hyde_reef",1998,1,5,"ot",1.5
"398","hyde_reef",1998,1,5,"sc",61
"399","hyde_reef",1998,1,5,"sp",4.5
"400","hyde_reef",1998,1,5,"ta",5.5
"401","hyde_reef",1998,2,1,"ab",9
"402","hyde_reef",1998,2,1,"ca",5
"403","hyde_reef",1998,2,1,"hc",17
"404","hyde_reef",1998,2,1,"ma",1
"405","hyde_reef",1998,2,1,"ot",4
"406","hyde_reef",1998,2,1,"sc",41
"407","hyde_reef",1998,2,1,"sp",13
"408","hyde_reef",1998,2,1,"ta",10
"409","hyde_reef",1998,2,2,"ab",1
"410","hyde_reef",1998,2,2,"ca",7.5
"411","hyde_reef",1998,2,2,"hc",14
"412","hyde_reef",1998,2,2,"ma",0.5
"413","hyde_reef",1998,2,2,"ot",4
"414","hyde_reef",1998,2,2,"sc",34
"415","hyde_reef",1998,2,2,"sp",21.5
"416","hyde_reef",1998,2,2,"ta",17.5
"417","hyde_reef",1998,2,3,"ab",5
"418","hyde_reef",1998,2,3,"ca",10
"419","hyde_reef",1998,2,3,"hc",14.5
"420","hyde_reef",1998,2,3,"ma",0.5
"421","hyde_reef",1998,2,3,"ot",1.5
"422","hyde_reef",1998,2,3,"sc",40
"423","hyde_reef",1998,2,3,"sp",16.5
"424","hyde_reef",1998,2,3,"ta",12
"425","hyde_reef",1998,2,4,"ab",1
"426","hyde_reef",1998,2,4,"ca",5
"427","hyde_reef",1998,2,4,"hc",12
"428","hyde_reef",1998,2,4,"ma",0
"429","hyde_reef",1998,2,4,"ot",1
"430","hyde_reef",1998,2,4,"sc",62.5
"431","hyde_reef",1998,2,4,"sp",12
"432","hyde_reef",1998,2,4,"ta",6.5
"433","hyde_reef",1998,2,5,"ab",1.5
"434","hyde_reef",1998,2,5,"ca",8
"435","hyde_reef",1998,2,5,"hc",21.5
"436","hyde_reef",1998,2,5,"ma",0.5
"437","hyde_reef",1998,2,5,"ot",2
"438","hyde_reef",1998,2,5,"sc",43
"439","hyde_reef",1998,2,5,"sp",8
"440","hyde_reef",1998,2,5,"ta",15.5
"441","hyde_reef",1998,3,1,"ab",3
"442","hyde_reef",1998,3,1,"ca",7.5
"443","hyde_reef",1998,3,1,"hc",16
"444","hyde_reef",1998,3,1,"ma",1
"445","hyde_reef",1998,3,1,"ot",3
"446","hyde_reef",1998,3,1,"sc",44.5
"447","hyde_reef",1998,3,1,"sp",11
"448","hyde_reef",1998,3,1,"ta",14
"449","hyde_reef",1998,3,2,"ab",4.02010050251256
"450","hyde_reef",1998,3,2,"ca",7.03517587939699
"451","hyde_reef",1998,3,2,"hc",14.572864321608
"452","hyde_reef",1998,3,2,"ma",0
"453","hyde_reef",1998,3,2,"ot",2.01005025125628
"454","hyde_reef",1998,3,2,"sc",49.2462311557789
"455","hyde_reef",1998,3,2,"sp",13.0653266331658
"456","hyde_reef",1998,3,2,"ta",10.5527638190955
"457","hyde_reef",1998,3,3,"ab",3.5
"458","hyde_reef",1998,3,3,"ca",14.5
"459","hyde_reef",1998,3,3,"hc",12
"460","hyde_reef",1998,3,3,"ma",0.5
"461","hyde_reef",1998,3,3,"ot",0.5
"462","hyde_reef",1998,3,3,"sc",45.5
"463","hyde_reef",1998,3,3,"sp",9.5
"464","hyde_reef",1998,3,3,"ta",14
"465","hyde_reef",1998,3,4,"ab",3
"466","hyde_reef",1998,3,4,"ca",8
"467","hyde_reef",1998,3,4,"hc",7
"468","hyde_reef",1998,3,4,"ma",0
"469","hyde_reef",1998,3,4,"ot",1.5
"470","hyde_reef",1998,3,4,"sc",48
"471","hyde_reef",1998,3,4,"sp",17
"472","hyde_reef",1998,3,4,"ta",15.5
"473","hyde_reef",1998,3,5,"ab",0.5
"474","hyde_reef",1998,3,5,"ca",7.5
"475","hyde_reef",1998,3,5,"hc",10.5
"476","hyde_reef",1998,3,5,"ma",0.5
"477","hyde_reef",1998,3,5,"ot",4.5
"478","hyde_reef",1998,3,5,"sc",44
"479","hyde_reef",1998,3,5,"sp",19
"480","hyde_reef",1998,3,5,"ta",13.5
"481","hyde_reef",1999,1,1,"ab",1
"482","hyde_reef",1999,1,1,"ca",16.5
"483","hyde_reef",1999,1,1,"hc",33
"484","hyde_reef",1999,1,1,"ma",1
"485","hyde_reef",1999,1,1,"ot",8
"486","hyde_reef",1999,1,1,"sc",24.5
"487","hyde_reef",1999,1,1,"sp",7.5
"488","hyde_reef",1999,1,1,"ta",8.5
"489","hyde_reef",1999,1,2,"ab",0.5
"490","hyde_reef",1999,1,2,"ca",6
"491","hyde_reef",1999,1,2,"hc",27
"492","hyde_reef",1999,1,2,"ma",3.5
"493","hyde_reef",1999,1,2,"ot",2.5
"494","hyde_reef",1999,1,2,"sc",38
"495","hyde_reef",1999,1,2,"sp",5
"496","hyde_reef",1999,1,2,"ta",17.5
"497","hyde_reef",1999,1,3,"ab",0
"498","hyde_reef",1999,1,3,"ca",9
"499","hyde_reef",1999,1,3,"hc",20
"500","hyde_reef",1999,1,3,"ma",0
"501","hyde_reef",1999,1,3,"ot",5.5
"502","hyde_reef",1999,1,3,"sc",55.5
"503","hyde_reef",1999,1,3,"sp",1
"504","hyde_reef",1999,1,3,"ta",9
"505","hyde_reef",1999,1,4,"ab",5
"506","hyde_reef",1999,1,4,"ca",3
"507","hyde_reef",1999,1,4,"hc",25.5
"508","hyde_reef",1999,1,4,"ma",0
"509","hyde_reef",1999,1,4,"ot",2
"510","hyde_reef",1999,1,4,"sc",59.5
"511","hyde_reef",1999,1,4,"sp",1
"512","hyde_reef",1999,1,4,"ta",4
"513","hyde_reef",1999,1,5,"ab",0.515463917525773
"514","hyde_reef",1999,1,5,"ca",4.63917525773196
"515","hyde_reef",1999,1,5,"hc",17.0103092783505
"516","hyde_reef",1999,1,5,"ma",1.54639175257732
"517","hyde_reef",1999,1,5,"ot",1.03092783505155
"518","hyde_reef",1999,1,5,"sc",63.4020618556701
"519","hyde_reef",1999,1,5,"sp",3.60824742268041
"520","hyde_reef",1999,1,5,"ta",8.76288659793815
"521","hyde_reef",1999,2,1,"ab",2.5
"522","hyde_reef",1999,2,1,"ca",1.5
"523","hyde_reef",1999,2,1,"hc",19.5
"524","hyde_reef",1999,2,1,"ma",1
"525","hyde_reef",1999,2,1,"ot",2
"526","hyde_reef",1999,2,1,"sc",41
"527","hyde_reef",1999,2,1,"sp",13
"528","hyde_reef",1999,2,1,"ta",19.5
"529","hyde_reef",1999,2,2,"ab",3.5
"530","hyde_reef",1999,2,2,"ca",3
"531","hyde_reef",1999,2,2,"hc",15
"532","hyde_reef",1999,2,2,"ma",1.5
"533","hyde_reef",1999,2,2,"ot",4.5
"534","hyde_reef",1999,2,2,"sc",38
"535","hyde_reef",1999,2,2,"sp",27.5
"536","hyde_reef",1999,2,2,"ta",7
"537","hyde_reef",1999,2,3,"ab",0
"538","hyde_reef",1999,2,3,"ca",3.5
"539","hyde_reef",1999,2,3,"hc",16.5
"540","hyde_reef",1999,2,3,"ma",0
"541","hyde_reef",1999,2,3,"ot",3.5
"542","hyde_reef",1999,2,3,"sc",42
"543","hyde_reef",1999,2,3,"sp",25
"544","hyde_reef",1999,2,3,"ta",9.5
"545","hyde_reef",1999,2,4,"ab",2
"546","hyde_reef",1999,2,4,"ca",6
"547","hyde_reef",1999,2,4,"hc",20
"548","hyde_reef",1999,2,4,"ma",1.5
"549","hyde_reef",1999,2,4,"ot",1.5
"550","hyde_reef",1999,2,4,"sc",52
"551","hyde_reef",1999,2,4,"sp",8.5
"552","hyde_reef",1999,2,4,"ta",8.5
"553","hyde_reef",1999,2,5,"ab",3.5
